id,name,value,category,timestamp
13732,Item Alpha,2609.51,B,2025-01-29T09:23:13Z
13733,Item Alpha,331.89,A,2025-01-15T12:51:04Z
13734,Item Theta,3428.87,C,2025-01-27T16:32:17Z
13735,Item Gamma,2930.51,C,2025-01-25T16:37:58Z
13736,Item Theta,3379.06,B,2025-01-16T17:30:47Z
13737,Item Theta,829.03,B,2025-01-11T11:24:37Z
13738,Item Eta,1889.28,A,2025-01-27T03:16:52Z
13739,Item Zeta,2345.09,A,2025-01-29T14:34:15Z
13740,Item Gamma,3156.72,C,2025-01-30T10:21:37Z
13741,Item Beta,4778.22,A,2025-01-15T01:14:09Z
13742,Item Alpha,1834.42,C,2025-01-09T14:14:21Z
13743,Item Epsilon,3279.27,C,2025-01-28T14:47:11Z
13744,Item Delta,4488.4,B,2025-01-14T15:26:58Z
13745,Item Zeta,163.27,A,2025-01-16T06:23:02Z
13746,Item Delta,961.65,C,2025-01-21T22:38:00Z
13747,Item Theta,3122.01,B,2025-01-22T16:09:21Z
13748,Item Eta,564.83,A,2025-01-10T15:19:01Z
13749,Item Alpha,3989.82,C,2025-01-02T03:57:35Z
13750,Item Gamma,3795.84,C,2025-01-06T20:18:24Z
13751,Item Zeta,2985.61,A,2025-01-23T04:52:20Z
13752,Item Theta,4816.76,A,2025-01-19T23:30:03Z
13753,Item Epsilon,132.45,A,2025-01-25T21:25:58Z
13754,Item Delta,1496.22,C,2025-01-14T07:36:28Z
13755,Item Eta,2135.83,B,2025-01-07T09:40:43Z
13756,Item Theta,3071.0,A,2025-01-30T19:16:43Z
13757,Item Zeta,764.32,A,2025-01-06T22:41:37Z
13758,Item Eta,4983.05,B,2025-01-08T10:11:51Z
13759,Item Alpha,768.16,B,2025-01-03T05:57:56Z
13760,Item Gamma,3427.28,A,2025-01-07T14:31:29Z
13761,Item Zeta,2943.92,B,2025-01-05T05:57:07Z
13762,Item Eta,4326.2,C,2025-01-21T18:27:10Z
13763,Item Theta,3216.31,B,2025-01-17T20:06:26Z
13764,Item Zeta,3497.14,A,2025-01-16T11:56:44Z
13765,Item Delta,758.53,A,2025-01-26T11:26:12Z
13766,Item Eta,2092.65,A,2025-01-07T09:29:39Z
13767,Item Beta,350.44,B,2025-01-28T23:04:54Z
13768,Item Zeta,4261.09,B,2025-01-29T13:53:10Z
13769,Item Epsilon,2799.57,A,2025-01-10T18:57:20Z
13770,Item Epsilon,3903.86,C,2025-01-19T03:14:44Z
13771,Item Alpha,3060.65,A,2025-01-05T13:10:25Z
13772,Item Gamma,1768.49,B,2025-01-07T02:47:05Z
13773,Item Beta,1755.99,B,2025-01-06T06:04:48Z
13774,Item Gamma,1936.96,A,2025-01-21T20:40:20Z
13775,Item Delta,3870.11,C,2025-01-13T01:20:39Z
13776,Item Epsilon,1639.43,B,2025-01-18T07:39:53Z
13777,Item Alpha,3468.14,B,2025-01-14T21:41:28Z
13778,Item Gamma,1482.98,C,2025-01-11T13:24:43Z
13779,Item Gamma,3189.81,C,2025-01-26T06:54:30Z
13780,Item Alpha,1095.51,C,2025-01-27T15:13:12Z
13781,Item Epsilon,2945.12,C,2025-01-14T21:23:00Z
13782,Item Zeta,1075.17,A,2025-01-07T14:17:59Z
13783,Item Theta,4041.94,C,2025-01-27T06:20:15Z
13784,Item Beta,1991.67,C,2025-01-02T22:23:19Z
13785,Item Epsilon,3780.42,A,2025-01-19T04:54:04Z
13786,Item Gamma,2365.17,A,2025-01-25T19:51:32Z
13787,Item Zeta,4217.7,B,2025-01-01T17:26:09Z
13788,Item Delta,2699.24,A,2025-01-30T09:17:43Z
13789,Item Epsilon,1071.44,B,2025-01-10T22:45:49Z
13790,Item Theta,3022.34,B,2025-01-30T02:28:17Z
13791,Item Epsilon,3425.67,B,2025-01-10T16:34:41Z
13792,Item Alpha,861.57,C,2025-01-03T04:14:10Z
13793,Item Gamma,1754.04,B,2025-01-27T17:49:06Z
13794,Item Delta,128.39,C,2025-01-11T12:18:48Z
13795,Item Beta,4342.81,C,2025-01-19T03:46:47Z
13796,Item Eta,4887.46,A,2025-01-26T16:04:58Z
13797,Item Beta,591.22,B,2025-01-28T08:33:12Z
13798,Item Gamma,2650.63,B,2025-01-09T23:41:14Z
13799,Item Gamma,137.5,B,2025-01-21T03:58:15Z
13800,Item Gamma,2147.46,C,2025-01-28T22:26:54Z
13801,Item Beta,1990.01,B,2025-01-16T01:36:23Z
13802,Item Zeta,577.28,B,2025-01-04T01:44:23Z
13803,Item Eta,2157.68,B,2025-01-08T02:36:37Z
13804,Item Zeta,4230.0,B,2025-01-24T06:34:21Z
13805,Item Zeta,4378.85,A,2025-01-19T09:57:45Z
13806,Item Theta,2243.7,A,2025-01-26T10:41:15Z
13807,Item Delta,1919.75,C,2025-01-05T12:43:26Z
13808,Item Eta,1425.04,A,2025-01-25T17:33:24Z
13809,Item Gamma,4751.32,B,2025-01-16T13:35:11Z
13810,Item Beta,1996.35,C,2025-01-02T19:00:24Z
13811,Item Alpha,101.5,A,2025-01-16T17:39:19Z
13812,Item Eta,3197.5,A,2025-01-25T14:30:30Z
13813,Item Epsilon,4429.42,C,2025-01-29T10:10:07Z
13814,Item Eta,3665.74,C,2025-01-08T00:05:42Z
13815,Item Alpha,971.64,C,2025-01-03T16:53:23Z
13816,Item Zeta,1843.03,C,2025-01-03T16:20:34Z
13817,Item Alpha,476.68,C,2025-01-06T16:46:37Z
13818,Item Zeta,3553.0,A,2025-01-08T22:24:18Z
13819,Item Gamma,1047.4,A,2025-01-27T17:37:46Z
13820,Item Gamma,3014.32,B,2025-01-23T23:06:07Z
13821,Item Zeta,2865.71,A,2025-01-02T09:03:56Z
13822,Item Alpha,803.29,B,2025-01-11T11:11:28Z
13823,Item Beta,2081.89,C,2025-01-08T12:37:35Z
13824,Item Delta,1885.63,B,2025-01-03T19:22:46Z
13825,Item Alpha,1834.15,C,2025-01-25T09:37:05Z
13826,Item Epsilon,3531.75,C,2025-01-12T03:30:25Z
13827,Item Gamma,2415.29,A,2025-01-30T23:37:13Z
13828,Item Alpha,2119.0,C,2025-01-13T10:23:51Z
13829,Item Beta,3730.01,A,2025-01-27T11:00:42Z
13830,Item Eta,2380.39,A,2025-01-19T03:04:11Z
13831,Item Beta,1856.93,B,2025-01-17T12:44:38Z
13832,Item Beta,2515.8,B,2025-01-10T08:12:11Z
13833,Item Epsilon,2486.88,A,2025-01-06T17:51:44Z
13834,Item Epsilon,3915.62,A,2025-01-26T03:49:02Z
13835,Item Alpha,826.37,C,2025-01-15T03:19:53Z
13836,Item Alpha,4829.07,C,2025-01-29T23:12:38Z
13837,Item Gamma,544.03,B,2025-01-06T19:03:48Z
13838,Item Beta,711.41,B,2025-01-15T12:45:20Z
13839,Item Epsilon,646.17,A,2025-01-22T19:42:57Z
13840,Item Theta,4830.82,B,2025-01-17T15:32:25Z
13841,Item Epsilon,456.22,C,2025-01-16T23:28:50Z
13842,Item Zeta,3359.16,A,2025-01-10T20:50:54Z
13843,Item Delta,4182.1,B,2025-01-13T14:42:33Z
13844,Item Gamma,4225.17,C,2025-01-08T23:36:42Z
13845,Item Beta,4303.31,A,2025-01-14T05:09:14Z
13846,Item Beta,4769.36,B,2025-01-23T21:54:02Z
13847,Item Epsilon,1907.89,B,2025-01-14T06:54:15Z
13848,Item Gamma,2210.55,B,2025-01-26T12:41:39Z
13849,Item Beta,4129.88,C,2025-01-18T01:36:09Z
13850,Item Alpha,3018.47,C,2025-01-14T01:52:57Z
13851,Item Theta,2691.22,C,2025-01-15T07:44:39Z
13852,Item Eta,3751.68,C,2025-01-24T05:32:14Z
13853,Item Zeta,1810.16,B,2025-01-08T14:11:05Z
13854,Item Beta,2463.53,B,2025-01-23T06:25:22Z
13855,Item Theta,4597.79,A,2025-01-13T12:23:55Z
13856,Item Alpha,4988.33,A,2025-01-29T13:00:45Z
13857,Item Epsilon,4385.18,C,2025-01-16T20:03:05Z
13858,Item Alpha,4753.26,C,2025-01-27T15:12:12Z
13859,Item Zeta,703.5,A,2025-01-04T06:34:24Z
13860,Item Beta,4367.16,B,2025-01-20T08:43:36Z
13861,Item Gamma,1640.38,C,2025-01-08T07:21:09Z
13862,Item Epsilon,4811.44,A,2025-01-07T03:53:42Z
13863,Item Alpha,2975.71,A,2025-01-10T22:01:25Z
13864,Item Eta,3001.83,A,2025-01-19T23:24:33Z
13865,Item Theta,2219.54,B,2025-01-23T00:45:29Z
13866,Item Gamma,806.99,B,2025-01-27T16:54:53Z
13867,Item Alpha,2133.26,B,2025-01-21T13:46:13Z
13868,Item Zeta,2698.24,B,2025-01-29T22:20:26Z
13869,Item Eta,4270.11,A,2025-01-28T20:30:12Z
13870,Item Theta,1029.05,B,2025-01-20T12:47:19Z
13871,Item Theta,3507.71,C,2025-01-18T23:44:47Z
13872,Item Beta,1241.37,A,2025-01-26T12:55:36Z
13873,Item Zeta,1200.58,B,2025-01-13T04:51:57Z
13874,Item Beta,1888.33,B,2025-01-26T13:12:05Z
13875,Item Theta,4857.02,B,2025-01-28T14:56:13Z
13876,Item Eta,4571.03,A,2025-01-18T17:40:40Z
13877,Item Zeta,3137.46,C,2025-01-03T16:24:22Z
13878,Item Eta,2515.06,A,2025-01-02T04:28:22Z
13879,Item Theta,3702.82,C,2025-01-23T08:55:13Z
13880,Item Beta,3931.63,B,2025-01-26T13:40:04Z
13881,Item Eta,3590.78,C,2025-01-04T23:33:07Z
13882,Item Alpha,128.41,B,2025-01-19T22:02:16Z
13883,Item Beta,937.59,B,2025-01-24T06:22:42Z
13884,Item Eta,1439.63,A,2025-01-03T04:05:31Z
13885,Item Theta,3214.15,C,2025-01-29T01:42:36Z
13886,Item Alpha,1693.63,B,2025-01-12T02:28:49Z
13887,Item Eta,2032.66,A,2025-01-14T19:34:53Z
13888,Item Eta,651.02,C,2025-01-04T13:31:21Z
13889,Item Theta,616.66,B,2025-01-30T02:07:30Z
13890,Item Delta,1726.78,B,2025-01-30T13:33:11Z
13891,Item Alpha,2446.38,B,2025-01-12T11:20:42Z
13892,Item Eta,1490.93,A,2025-01-21T07:11:13Z
13893,Item Gamma,2804.95,C,2025-01-23T23:23:30Z
13894,Item Alpha,4372.74,C,2025-01-03T09:34:05Z
13895,Item Zeta,2531.92,A,2025-01-30T03:05:47Z
13896,Item Eta,1411.63,A,2025-01-03T04:04:39Z
13897,Item Alpha,2682.31,B,2025-01-07T08:01:33Z
13898,Item Beta,1021.28,A,2025-01-02T16:12:55Z
13899,Item Theta,1071.49,B,2025-01-02T19:06:01Z
13900,Item Eta,228.3,C,2025-01-20T16:18:36Z
13901,Item Zeta,1878.65,A,2025-01-21T07:12:16Z
13902,Item Zeta,3040.28,C,2025-01-28T06:00:14Z
13903,Item Eta,2379.18,A,2025-01-11T20:56:30Z
13904,Item Beta,1046.64,A,2025-01-30T23:53:22Z
13905,Item Zeta,3027.22,C,2025-01-03T15:41:42Z
13906,Item Zeta,2770.61,A,2025-01-07T08:38:01Z
13907,Item Theta,3985.28,A,2025-01-14T07:37:23Z
13908,Item Epsilon,4006.65,A,2025-01-07T16:01:10Z
13909,Item Beta,152.07,B,2025-01-28T20:00:26Z
13910,Item Epsilon,207.1,B,2025-01-17T08:10:00Z
13911,Item Beta,672.7,B,2025-01-11T12:28:33Z
13912,Item Epsilon,935.91,C,2025-01-25T03:31:43Z
13913,Item Alpha,154.17,B,2025-01-04T11:52:54Z
13914,Item Gamma,3862.38,B,2025-01-13T04:08:59Z
13915,Item Epsilon,3105.2,A,2025-01-15T05:29:53Z
13916,Item Epsilon,719.01,A,2025-01-05T11:07:05Z
13917,Item Eta,1879.67,A,2025-01-21T20:11:46Z
13918,Item Gamma,3326.89,B,2025-01-06T10:16:40Z
13919,Item Beta,978.79,C,2025-01-01T16:12:47Z
13920,Item Beta,3388.24,C,2025-01-10T23:28:36Z
13921,Item Theta,160.04,B,2025-01-15T00:07:36Z
13922,Item Beta,4766.99,C,2025-01-23T02:39:23Z
13923,Item Gamma,1090.67,C,2025-01-30T02:19:03Z
13924,Item Zeta,857.47,B,2025-01-14T10:42:17Z
13925,Item Theta,2609.8,B,2025-01-04T05:27:10Z
13926,Item Delta,4736.34,C,2025-01-27T14:36:29Z
13927,Item Gamma,843.22,C,2025-01-10T17:18:30Z
13928,Item Zeta,1208.82,A,2025-01-11T09:08:55Z
13929,Item Delta,669.25,C,2025-01-24T05:47:44Z
13930,Item Gamma,3863.19,A,2025-01-06T09:12:25Z
13931,Item Eta,3970.88,A,2025-01-05T05:04:39Z
13932,Item Alpha,2473.68,C,2025-01-01T15:27:31Z
13933,Item Zeta,180.64,B,2025-01-23T20:23:08Z
13934,Item Delta,3648.0,A,2025-01-18T04:26:12Z
13935,Item Zeta,4902.3,C,2025-01-19T14:31:09Z
13936,Item Epsilon,1907.32,B,2025-01-13T07:46:12Z
13937,Item Zeta,4531.2,A,2025-01-07T02:04:53Z
13938,Item Gamma,3089.55,C,2025-01-09T07:19:06Z
13939,Item Theta,1901.1,B,2025-01-29T14:41:19Z
13940,Item Zeta,1123.15,A,2025-01-08T16:38:00Z
13941,Item Gamma,4936.77,B,2025-01-14T00:56:03Z
13942,Item Zeta,3965.39,B,2025-01-04T04:50:08Z
13943,Item Eta,1632.84,A,2025-01-02T22:05:03Z
13944,Item Gamma,1256.23,C,2025-01-22T14:54:41Z
13945,Item Theta,4700.42,C,2025-01-02T09:59:16Z
13946,Item Gamma,790.32,A,2025-01-13T11:56:38Z
13947,Item Zeta,838.24,A,2025-01-03T22:57:27Z
13948,Item Gamma,114.64,C,2025-01-27T03:01:30Z
13949,Item Epsilon,1131.85,C,2025-01-13T14:32:37Z
13950,Item Beta,4292.81,A,2025-01-25T03:01:06Z
13951,Item Delta,3865.4,A,2025-01-26T04:12:23Z
13952,Item Delta,2486.67,A,2025-01-30T11:48:50Z
13953,Item Alpha,4581.4,A,2025-01-09T20:34:59Z
13954,Item Alpha,3118.24,B,2025-01-21T01:24:24Z
13955,Item Alpha,4581.34,B,2025-01-09T13:28:32Z
13956,Item Eta,222.59,A,2025-01-04T02:59:05Z
13957,Item Gamma,2941.69,A,2025-01-10T03:59:52Z
13958,Item Epsilon,187.72,A,2025-01-28T07:45:34Z
13959,Item Epsilon,991.82,A,2025-01-04T02:26:00Z
13960,Item Delta,1420.79,A,2025-01-25T05:03:44Z
13961,Item Zeta,3861.26,A,2025-01-03T10:14:46Z
13962,Item Eta,1391.58,A,2025-01-02T18:01:12Z
13963,Item Epsilon,2385.3,C,2025-01-25T14:00:19Z
13964,Item Eta,3416.09,B,2025-01-27T18:50:27Z
13965,Item Beta,4956.09,C,2025-01-18T11:58:50Z
13966,Item Alpha,4819.38,A,2025-01-13T21:31:28Z
13967,Item Zeta,3168.99,A,2025-01-19T10:58:16Z
13968,Item Theta,2308.19,B,2025-01-04T13:27:41Z
13969,Item Eta,4822.55,B,2025-01-21T20:30:22Z
13970,Item Zeta,2543.42,B,2025-01-14T17:30:07Z
13971,Item Beta,4856.39,A,2025-01-01T08:32:33Z
13972,Item Epsilon,3400.85,C,2025-01-19T18:41:39Z
13973,Item Beta,3389.77,B,2025-01-29T10:08:50Z
13974,Item Beta,1145.15,C,2025-01-13T11:27:37Z
13975,Item Epsilon,3737.03,B,2025-01-15T21:51:29Z
13976,Item Theta,4454.83,A,2025-01-09T07:59:32Z
13977,Item Alpha,3150.67,C,2025-01-19T04:42:45Z
13978,Item Delta,2195.69,A,2025-01-09T06:31:10Z
13979,Item Epsilon,3097.66,A,2025-01-18T00:24:32Z
13980,Item Gamma,4863.18,B,2025-01-20T14:33:25Z
13981,Item Beta,2097.49,C,2025-01-09T15:46:31Z
13982,Item Eta,1267.36,C,2025-01-18T00:32:41Z
13983,Item Gamma,4452.99,C,2025-01-14T13:32:56Z
13984,Item Alpha,3256.37,A,2025-01-06T16:52:44Z
13985,Item Alpha,2196.29,B,2025-01-14T21:56:11Z
13986,Item Theta,4480.66,C,2025-01-13T19:48:41Z
13987,Item Beta,2133.28,C,2025-01-03T19:39:38Z
13988,Item Gamma,3769.96,C,2025-01-16T21:13:57Z
13989,Item Epsilon,1292.8,B,2025-01-07T21:18:22Z
13990,Item Delta,343.4,A,2025-01-13T01:28:22Z
13991,Item Gamma,2902.82,A,2025-01-19T04:21:25Z
13992,Item Gamma,1428.24,B,2025-01-29T09:57:41Z
13993,Item Epsilon,1303.26,C,2025-01-27T06:46:23Z
13994,Item Epsilon,756.11,C,2025-01-14T16:06:46Z
13995,Item Epsilon,137.29,C,2025-01-02T01:37:30Z
13996,Item Zeta,434.38,A,2025-01-01T16:40:47Z
13997,Item Beta,2046.28,C,2025-01-30T10:25:38Z
13998,Item Zeta,4217.66,B,2025-01-01T20:47:17Z
13999,Item Eta,138.28,B,2025-01-24T16:04:53Z
14000,Item Zeta,276.54,B,2025-01-14T11:59:01Z
14001,Item Eta,2222.43,B,2025-01-23T05:26:30Z
14002,Item Beta,3193.33,B,2025-01-04T14:18:53Z
14003,Item Theta,333.18,A,2025-01-01T10:54:23Z
14004,Item Beta,4340.97,C,2025-01-12T12:31:55Z
14005,Item Beta,4711.06,C,2025-01-20T01:05:24Z
14006,Item Gamma,2018.43,B,2025-01-21T11:56:26Z
14007,Item Zeta,2824.69,C,2025-01-01T19:37:13Z
14008,Item Beta,3605.41,C,2025-01-06T05:07:15Z
14009,Item Beta,3345.43,A,2025-01-28T03:48:32Z
14010,Item Gamma,4270.29,A,2025-01-15T07:43:56Z
14011,Item Alpha,1280.66,B,2025-01-29T19:11:00Z
14012,Item Zeta,4158.77,B,2025-01-14T10:12:51Z
14013,Item Delta,1134.22,A,2025-01-29T06:09:35Z
14014,Item Zeta,1243.93,B,2025-01-18T04:35:57Z
14015,Item Gamma,1750.38,A,2025-01-17T22:51:15Z
14016,Item Eta,998.57,A,2025-01-29T16:25:03Z
14017,Item Beta,4938.94,B,2025-01-01T18:43:34Z
14018,Item Theta,2823.33,C,2025-01-09T15:14:25Z
14019,Item Zeta,522.09,B,2025-01-10T07:48:12Z
14020,Item Beta,3993.51,A,2025-01-28T02:13:52Z
14021,Item Beta,1325.3,B,2025-01-17T00:52:41Z
14022,Item Beta,3530.88,C,2025-01-25T09:21:36Z
14023,Item Eta,123.0,A,2025-01-12T03:16:26Z
14024,Item Alpha,2145.61,C,2025-01-04T11:12:29Z
14025,Item Eta,2960.95,B,2025-01-16T16:52:17Z
14026,Item Epsilon,1170.75,B,2025-01-19T19:42:25Z
14027,Item Delta,2353.5,A,2025-01-24T02:54:02Z
14028,Item Eta,4426.6,A,2025-01-18T19:54:28Z
14029,Item Eta,4229.96,C,2025-01-04T06:44:01Z
14030,Item Alpha,3723.86,C,2025-01-03T12:04:20Z
14031,Item Delta,4392.53,B,2025-01-15T22:49:47Z
14032,Item Gamma,2768.53,B,2025-01-10T14:58:26Z
14033,Item Alpha,1061.97,B,2025-01-17T06:03:24Z
14034,Item Eta,990.28,B,2025-01-16T21:07:47Z
14035,Item Zeta,683.41,A,2025-01-09T22:45:13Z
14036,Item Alpha,3322.21,B,2025-01-19T20:16:12Z
14037,Item Gamma,4897.02,A,2025-01-30T15:02:55Z
14038,Item Alpha,4655.0,A,2025-01-18T20:04:48Z
14039,Item Alpha,121.89,C,2025-01-12T10:30:08Z
14040,Item Gamma,1767.52,A,2025-01-13T17:30:29Z
14041,Item Epsilon,1116.66,C,2025-01-06T14:32:23Z
14042,Item Delta,1609.23,B,2025-01-04T09:45:44Z
14043,Item Zeta,4098.67,B,2025-01-27T19:16:11Z
14044,Item Zeta,1746.65,C,2025-01-28T12:34:42Z
14045,Item Epsilon,1271.91,C,2025-01-18T16:42:43Z
14046,Item Theta,2190.78,C,2025-01-12T03:09:48Z
14047,Item Beta,3784.51,C,2025-01-11T11:43:52Z
14048,Item Gamma,4887.74,A,2025-01-04T16:19:17Z
14049,Item Eta,4727.06,B,2025-01-29T18:03:09Z
14050,Item Delta,4993.01,A,2025-01-24T20:34:12Z
14051,Item Epsilon,2642.73,B,2025-01-05T07:46:42Z
14052,Item Alpha,1645.43,A,2025-01-27T23:46:31Z
14053,Item Epsilon,1892.37,C,2025-01-06T01:34:30Z
14054,Item Gamma,4981.64,C,2025-01-19T23:26:30Z
14055,Item Alpha,3121.32,B,2025-01-27T17:14:16Z
14056,Item Eta,4674.64,C,2025-01-24T00:54:28Z
14057,Item Theta,3266.75,C,2025-01-23T12:17:03Z
14058,Item Beta,3479.6,A,2025-01-09T16:32:24Z
14059,Item Beta,3082.47,C,2025-01-18T21:47:44Z
14060,Item Delta,1504.27,C,2025-01-28T14:13:37Z
14061,Item Theta,2211.48,A,2025-01-15T04:30:51Z
14062,Item Beta,970.04,A,2025-01-10T04:11:17Z
14063,Item Alpha,2746.43,B,2025-01-24T05:32:05Z
14064,Item Beta,4434.92,B,2025-01-12T15:10:11Z
14065,Item Zeta,367.19,B,2025-01-16T17:11:51Z
14066,Item Epsilon,2987.54,A,2025-01-28T12:36:12Z
14067,Item Epsilon,4200.53,A,2025-01-17T21:19:30Z
14068,Item Delta,1795.87,A,2025-01-18T14:49:03Z
14069,Item Theta,797.87,A,2025-01-22T21:38:51Z
14070,Item Alpha,4205.67,A,2025-01-11T06:32:11Z
14071,Item Gamma,3640.34,C,2025-01-07T02:40:34Z
14072,Item Gamma,4349.58,A,2025-01-24T16:26:47Z
14073,Item Alpha,654.9,A,2025-01-14T03:58:40Z
14074,Item Zeta,1700.76,A,2025-01-22T13:03:34Z
14075,Item Epsilon,2442.65,C,2025-01-14T07:43:29Z
14076,Item Delta,665.05,B,2025-01-30T23:51:19Z
14077,Item Beta,4811.61,C,2025-01-22T12:10:22Z
14078,Item Epsilon,1075.82,C,2025-01-05T06:26:16Z
14079,Item Beta,908.11,B,2025-01-30T19:10:12Z
14080,Item Epsilon,205.63,B,2025-01-14T10:49:01Z
14081,Item Gamma,995.86,A,2025-01-21T09:24:49Z
14082,Item Alpha,3975.47,C,2025-01-14T06:55:38Z
14083,Item Delta,2705.53,A,2025-01-24T13:14:44Z
14084,Item Gamma,3570.17,B,2025-01-21T15:34:07Z
14085,Item Zeta,892.45,A,2025-01-07T19:43:02Z
14086,Item Epsilon,535.18,B,2025-01-28T10:31:49Z
14087,Item Eta,4832.68,B,2025-01-15T20:43:26Z
14088,Item Zeta,2127.51,C,2025-01-23T16:43:41Z
14089,Item Delta,4082.31,A,2025-01-10T03:51:36Z
14090,Item Alpha,1397.35,C,2025-01-20T19:40:20Z
14091,Item Beta,2552.89,B,2025-01-16T07:20:52Z
14092,Item Delta,2989.53,B,2025-01-04T07:55:17Z
14093,Item Theta,4382.58,B,2025-01-19T23:21:05Z
14094,Item Theta,149.05,A,2025-01-06T02:30:35Z
14095,Item Delta,4166.28,C,2025-01-22T12:34:06Z
14096,Item Theta,680.32,A,2025-01-29T00:27:56Z
14097,Item Alpha,3045.05,A,2025-01-22T12:17:18Z
14098,Item Theta,1432.36,C,2025-01-19T10:25:10Z
14099,Item Gamma,425.53,C,2025-01-26T06:05:39Z
14100,Item Gamma,1411.01,A,2025-01-16T17:28:41Z
14101,Item Zeta,3451.16,A,2025-01-19T00:44:57Z
14102,Item Delta,2265.92,B,2025-01-05T17:53:46Z
14103,Item Theta,3347.03,A,2025-01-24T21:54:46Z
14104,Item Gamma,3896.56,B,2025-01-29T01:37:40Z
14105,Item Alpha,4297.66,B,2025-01-02T04:53:07Z
14106,Item Theta,2648.99,A,2025-01-21T01:01:07Z
14107,Item Eta,3954.97,A,2025-01-13T00:19:05Z
14108,Item Epsilon,2599.34,A,2025-01-19T18:32:35Z
14109,Item Delta,4675.23,B,2025-01-09T08:28:35Z
14110,Item Gamma,3161.87,C,2025-01-27T15:19:22Z
14111,Item Alpha,1733.4,C,2025-01-19T08:25:55Z
14112,Item Alpha,1975.35,C,2025-01-14T02:16:37Z
14113,Item Theta,3433.49,A,2025-01-22T15:30:40Z
14114,Item Gamma,2148.12,B,2025-01-08T00:42:45Z
14115,Item Zeta,1979.59,A,2025-01-10T23:19:28Z
14116,Item Epsilon,1899.59,C,2025-01-26T15:17:31Z
14117,Item Alpha,4597.78,A,2025-01-17T21:52:40Z
14118,Item Theta,4301.65,C,2025-01-08T06:53:10Z
14119,Item Alpha,4551.26,A,2025-01-22T12:27:17Z
14120,Item Epsilon,2392.23,B,2025-01-02T17:20:51Z
14121,Item Alpha,3696.26,A,2025-01-06T13:32:13Z
14122,Item Gamma,2909.28,A,2025-01-09T07:18:57Z
14123,Item Delta,4062.94,B,2025-01-26T01:39:49Z
14124,Item Alpha,778.19,A,2025-01-22T16:33:02Z
14125,Item Zeta,3084.53,B,2025-01-06T16:48:50Z
14126,Item Eta,2939.78,C,2025-01-16T06:18:14Z
14127,Item Gamma,3224.89,A,2025-01-14T06:06:20Z
14128,Item Eta,870.42,C,2025-01-30T07:41:25Z
14129,Item Theta,2276.61,A,2025-01-21T11:29:51Z
14130,Item Beta,2669.95,B,2025-01-20T03:11:16Z
14131,Item Epsilon,3203.12,B,2025-01-14T04:59:27Z
14132,Item Theta,805.74,A,2025-01-15T16:18:44Z
14133,Item Epsilon,2030.55,C,2025-01-20T22:24:47Z
14134,Item Eta,4771.4,C,2025-01-23T16:57:19Z
14135,Item Beta,984.02,B,2025-01-06T01:37:13Z
14136,Item Eta,465.75,C,2025-01-30T15:37:13Z
14137,Item Zeta,4230.81,B,2025-01-02T21:08:17Z
14138,Item Alpha,4036.04,C,2025-01-09T11:36:49Z
14139,Item Theta,3878.76,C,2025-01-10T14:32:19Z
14140,Item Alpha,441.39,A,2025-01-16T07:48:56Z
14141,Item Zeta,1174.02,B,2025-01-18T20:30:14Z
14142,Item Eta,727.55,C,2025-01-20T09:39:20Z
14143,Item Beta,4133.04,A,2025-01-08T18:32:50Z
14144,Item Alpha,827.09,A,2025-01-19T05:21:41Z
14145,Item Zeta,4179.08,A,2025-01-22T03:42:11Z
14146,Item Eta,2993.01,C,2025-01-02T15:13:34Z
14147,Item Gamma,1971.16,B,2025-01-10T16:19:29Z
14148,Item Alpha,450.47,B,2025-01-08T04:38:42Z
14149,Item Theta,2839.95,A,2025-01-23T05:12:22Z
14150,Item Theta,2722.05,C,2025-01-17T12:41:03Z
14151,Item Beta,1898.39,A,2025-01-29T08:37:33Z
14152,Item Theta,4429.09,A,2025-01-23T17:47:13Z
14153,Item Beta,2835.99,A,2025-01-28T00:59:14Z
14154,Item Eta,2888.45,C,2025-01-13T02:48:46Z
14155,Item Epsilon,1435.81,C,2025-01-08T10:00:42Z
14156,Item Eta,3566.62,B,2025-01-26T20:51:36Z
14157,Item Delta,780.67,B,2025-01-04T17:06:11Z
14158,Item Zeta,611.36,B,2025-01-30T03:14:01Z
14159,Item Epsilon,4948.39,B,2025-01-29T02:36:39Z
14160,Item Epsilon,2727.36,A,2025-01-15T09:50:17Z
14161,Item Gamma,929.09,B,2025-01-17T15:33:08Z
14162,Item Delta,1772.4,A,2025-01-02T11:18:49Z
14163,Item Beta,2147.7,B,2025-01-15T18:17:58Z
14164,Item Beta,3355.16,B,2025-01-13T11:03:30Z
14165,Item Epsilon,1408.44,C,2025-01-27T21:45:30Z
14166,Item Beta,3775.9,C,2025-01-15T01:34:31Z
14167,Item Eta,4457.42,A,2025-01-29T02:46:27Z
14168,Item Beta,3041.4,C,2025-01-23T07:34:37Z
14169,Item Gamma,1071.09,B,2025-01-26T19:34:42Z
14170,Item Alpha,3938.01,C,2025-01-07T22:32:14Z
14171,Item Delta,2955.75,B,2025-01-24T09:00:24Z
14172,Item Zeta,4200.67,C,2025-01-29T16:22:20Z
14173,Item Alpha,521.42,C,2025-01-29T03:55:11Z
14174,Item Zeta,1714.18,A,2025-01-15T21:05:32Z
14175,Item Beta,4235.49,A,2025-01-30T22:32:59Z
